"State_Name","District","Sub-District","Financial_Year","Month","Indicator_Code","Indicator_Name","Code_And_Section","Reported_Value_for_Public_Facility","Reported_Value_for_Private_Facility","Reported_Value_for_Rural","Reported_Value_for_Urban"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","14.7","Number of deaths occurring at Emergency Department","M14 [Patient Services]","19","NA","NA","19"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","14.8.1","Operation major (General and spinal anaesthesia)","M14 [Patient Services]","13","139","NA","152"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","14.8.2","Out of Operation major, Gynecology- Hysterectomy surgeries","M14 [Patient Services]","3","38","NA","41"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","14.8.3","Major Surgeries excluding Obstetrics, Gynaecology and Opthalmology etc.","M14 [Patient Services]","10","NA","NA","10"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","14.8.4","Operation minor (No or local anaesthesia)","M14 [Patient Services]","109","30","NA","139"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","14.8.5","Number of post operative Surgical Site infection","M14 [Patient Services]","2","NA","NA","2"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","14.8.6","Number of blood units issued","M14 [Patient Services]","NA","7","NA","7"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","14.8.7","Number of blood transfusions done","M14 [Patient Services]","1","16","NA","17"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","14.9.1","Inpatient Deaths - Male","M14 [Patient Services]","122","NA","NA","122"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","14.9.2","Inpatient Deaths - Female","M14 [Patient Services]","88","1","NA","89"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","14.10","In-Patient Head Count at midnight","M14 [Patient Services]","9450","NA","48","9402"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","14.11","Number of Admission in NBSU ( New Born Stabilisation Unit)","M14 [Patient Services]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","14.12.1","Special Newborn Care Unit (SNCU Admissions) - Inborn Male","M14 [Patient Services]","54","NA","NA","54"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","14.12.2","Special Newborn Care Unit (SNCU Admissions) - Inborn Female","M14 [Patient Services]","30","NA","NA","30"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","14.12.3","Outborn – Male","M14 [Patient Services]","55","NA","NA","55"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","14.12.4","Outborn - Female","M14 [Patient Services]","30","NA","NA","30"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","14.12.5","Number of newborns admitted in SNCU - referred by ASHA","M14 [Patient Services]","24","NA","NA","24"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","14.13","Number of deaths occurring at SNCU","M14 [Patient Services]","25","NA","NA","25"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","14.14.1","Number of children admitted in NRC","M14 [Patient Services]","6","NA","1","5"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","14.14.2","Number of children discharged with target weight gain from the NRCs","M14 [Patient Services]","2","NA","NA","2"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","14.15","Number of Rogi Kalyan Samiti (RKS) meetings held","M14 [Patient Services]","1","NA","NA","1"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","14.16","Number of Anganwadi centres/ UPHCs reported to have conducted Village Health & Nutrition Day (VHNDs)/ Urban Health & Nutrition Day (UHNDs)/ Outreach / Special Outreach","M14 [Patient Services]","202","NA","202","NA"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","14.17","Stock out rate of essential Drugs","M14 [Patient Services]","20","NA","NA","20"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","14.18","Blood Units Issued on replacement (Any Donors to be considered as replacement donations)","M14 [Patient Services]","246","NA","NA","246"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","14.19","Total number of blood units issued in month","M14 [Patient Services]","329","NA","NA","329"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","14.20","Patient Satisfaction Score of the facility in percentage (from Mera Aspatal)","M14 [Patient Services]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","15.1","Number of Lab Tests done","M15 [Laboratory Testing]","34504","406","4799","30111"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","15.2.1","Number of Hb tests conducted","M15 [Laboratory Testing]","6405","373","1747","5031"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","15.2.2","Out of the total number of Hb tests done, Number having Hb < 7 mg","M15 [Laboratory Testing]","94","78","1","171"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","15.3.1.a","Male HIV - Number Tested (by finger prick test)","M15 [Laboratory Testing]","47","25","10","62"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","15.3.1.b","Male HIV - Number Positive","M15 [Laboratory Testing]","3","NA","NA","3"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","15.3.2.a","Female Non ANC HIV - Number Tested (by finger prick test)","M15 [Laboratory Testing]","74","78","37","115"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","15.3.2.b","Female Non ANC HIV - Number Positive","M15 [Laboratory Testing]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","15.3.3.a","Number of pregnant women screened for HIV (by finger prick test)","M15 [Laboratory Testing]","453","136","183","406"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","15.3.3.b","Out of the above, number screened positive","M15 [Laboratory Testing]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","15.3.3.c","Out of the above number screened positive, number confirmed with HIV infection at Integrated Counselling and Testing Centre (ICTC)","M15 [Laboratory Testing]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","15.3.4.a","Number of Male STI/RTI attendees tested for syphilis","M15 [Laboratory Testing]","12","2","NA","14"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","15.3.4.b","Number of Male STI/RTI attendeees found sero Positive for syphilis","M15 [Laboratory Testing]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","15.3.4.c","Number of Female(Non ANC)STI/RTI attendees tested for syphilis","M15 [Laboratory Testing]","106","7","NA","113"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","15.3.4.d","Number of Female(Non ANC)STI/RTI attendees found sero Positive for syphilis","M15 [Laboratory Testing]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","15.4.1","Widal tests - Number Tested","M15 [Laboratory Testing]","353","52","69","336"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","15.4.2","Widal tests - Number Positive","M15 [Laboratory Testing]","13","NA","3","10"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","15.5.1","Radiology - X-ray","M15 [Laboratory Testing]","2899","146","22","3023"
"Madhya Pradesh","East Nimar","Khandwa","2021-22","April    ","15.5.2","Radiology - Ultrasonography (USG)","M15 [Laboratory Testing]","294","NA","NA","294"
"Madhya Pradesh","East Nimar","Khandwa Nagar","2021-22","April    ","1.1","Total number of pregnant women registered for ANC","M1 [Ante Natal Care (ANC)]","279","NA","NA","279"
"Madhya Pradesh","East Nimar","Khandwa Nagar","2021-22","April    ","1.1.1","Out of the total ANC registered, number registered within 1st trimester (within 12 weeks)","M1 [Ante Natal Care (ANC)]","272","NA","NA","272"
"Madhya Pradesh","East Nimar","Khandwa Nagar","2021-22","April    ","1.2.1","Number of PW given TT1/ Td1","M1 [Ante Natal Care (ANC)]","276","NA","NA","276"
"Madhya Pradesh","East Nimar","Khandwa Nagar","2021-22","April    ","1.2.2","Number of PW given TT2 / Td2","M1 [Ante Natal Care (ANC)]","273","NA","NA","273"
"Madhya Pradesh","East Nimar","Khandwa Nagar","2021-22","April    ","1.2.3","Number of PW given TT Booster/ Td Booster","M1 [Ante Natal Care (ANC)]","2","NA","NA","2"
"Madhya Pradesh","East Nimar","Khandwa Nagar","2021-22","April    ","1.2.4","Number of PW provided full Course 180 Iron Folic Acid (IFA) tablets","M1 [Ante Natal Care (ANC)]","264","NA","NA","264"
"Madhya Pradesh","East Nimar","Khandwa Nagar","2021-22","April    ","1.2.5","Number of PW provided full Course 360 Calcium tablets","M1 [Ante Natal Care (ANC)]","270","NA","NA","270"
"Madhya Pradesh","East Nimar","Khandwa Nagar","2021-22","April    ","1.2.6","Number of PW given one Albendazole tablet after 1st trimester","M1 [Ante Natal Care (ANC)]","271","NA","NA","271"
"Madhya Pradesh","East Nimar","Khandwa Nagar","2021-22","April    ","1.2.7","Number of PW received 4 or more ANC check ups","M1 [Ante Natal Care (ANC)]","212","NA","NA","212"
"Madhya Pradesh","East Nimar","Khandwa Nagar","2021-22","April    ","1.2.8","Number of PW given ANC Corticosteroids in Pre Term Labour","M1 [Ante Natal Care (ANC)]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Khandwa Nagar","2021-22","April    ","1.3.1","New cases of PW with hypertension detected","M1 [Ante Natal Care (ANC)]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Khandwa Nagar","2021-22","April    ","1.3.1.a","Out of the new cases of PW with hypertension detected, cases managed at institution","M1 [Ante Natal Care (ANC)]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Khandwa Nagar","2021-22","April    ","1.4.1","Number of PW tested for Haemoglobin (Hb ) 4 or more than 4 times for respective ANCs","M1 [Ante Natal Care (ANC)]","262","NA","NA","262"
"Madhya Pradesh","East Nimar","Khandwa Nagar","2021-22","April    ","1.4.2","Number of PW having Hb level<11 (out of total tested cases)(7.1 to 10.9)","M1 [Ante Natal Care (ANC)]","204","NA","NA","204"
"Madhya Pradesh","East Nimar","Khandwa Nagar","2021-22","April    ","1.4.3","Number of PW having Hb level<7 (out of total tested cases)","M1 [Ante Natal Care (ANC)]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Khandwa Nagar","2021-22","April    ","1.6.1.a","Number of PW tested using POC test for Syphilis","M1 [Ante Natal Care (ANC)]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Khandwa Nagar","2021-22","April    ","1.6.1.b","Out of above,number of PW found sero positive for Syphilis","M1 [Ante Natal Care (ANC)]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Khandwa Nagar","2021-22","April    ","2.1.1.a","Number of Home Deliveries attended by Skill Birth Attendant(SBA) (Doctor/Nurse/ANM/ Midwife)","M2 [Deliveries]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Khandwa Nagar","2021-22","April    ","2.1.1.b","Number of Home Deliveries attended by Non SBA (Trained Birth Attendant(TBA) /Relatives/etc.)","M2 [Deliveries]","1","NA","NA","1"
"Madhya Pradesh","East Nimar","Khandwa Nagar","2021-22","April    ","2.1.2","Number of PW given Tablet Misoprostol during home delivery","M2 [Deliveries]","1","NA","NA","1"
"Madhya Pradesh","East Nimar","Khandwa Nagar","2021-22","April    ","2.1.3","Number of newborns received 7 Home Based Newborn Care (HBNC) visits in case of Home delivery","M2 [Deliveries]","1","NA","NA","1"
"Madhya Pradesh","East Nimar","Khandwa Nagar","2021-22","April    ","2.2","Number of Institutional Deliveries conducted (Including C-Sections)","M2 [Deliveries]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Khandwa Nagar","2021-22","April    ","2.2.2","Number of newborns received 6 HBNC  visits after Institutional Delivery","M2 [Deliveries]","164","NA","NA","164"
"Madhya Pradesh","East Nimar","Khandwa Nagar","2021-22","April    ","4.1.1.a","Live Birth - Male","M4 [Pregnancy outcome & details of new-born]","1","NA","NA","1"
"Madhya Pradesh","East Nimar","Khandwa Nagar","2021-22","April    ","4.1.1.b","Live Birth - Female","M4 [Pregnancy outcome & details of new-born]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Khandwa Nagar","2021-22","April    ","4.1.2","Number of Pre term newborns (< 37 weeks of pregnancy)","M4 [Pregnancy outcome & details of new-born]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Khandwa Nagar","2021-22","April    ","4.1.3","Still Birth","M4 [Pregnancy outcome & details of new-born]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Khandwa Nagar","2021-22","April    ","4.2","Abortion (spontaneous)","M4 [Pregnancy outcome & details of new-born]","1","NA","NA","1"
"Madhya Pradesh","East Nimar","Khandwa Nagar","2021-22","April    ","4.4.1","Number of newborns weighed at birth","M4 [Pregnancy outcome & details of new-born]","1","NA","NA","1"
"Madhya Pradesh","East Nimar","Khandwa Nagar","2021-22","April    ","4.4.2","Number of newborns having weight less than 2.5 kg","M4 [Pregnancy outcome & details of new-born]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Khandwa Nagar","2021-22","April    ","4.4.3","Number of Newborns breast fed within 1 hour of birth ","M4 [Pregnancy outcome & details of new-born]","1","NA","NA","1"
"Madhya Pradesh","East Nimar","Khandwa Nagar","2021-22","April    ","6.1","Women receiving 1st post partum checkups within 48 hours of home delivery","M6 [Post Natal Care (PNC)]","1","NA","NA","1"
"Madhya Pradesh","East Nimar","Khandwa Nagar","2021-22","April    ","6.2","Women receiving 1st post partum checkup between 48 hours and 14 days","M6 [Post Natal Care (PNC)]","28","NA","NA","28"
"Madhya Pradesh","East Nimar","Khandwa Nagar","2021-22","April    ","6.3","Number of mothers provided full course of 180 IFA tablets after delivery","M6 [Post Natal Care (PNC)]","202","NA","NA","202"
"Madhya Pradesh","East Nimar","Khandwa Nagar","2021-22","April    ","6.4","Number of mothers provided full course of 360 Calcium tablets after delivery","M6 [Post Natal Care (PNC)]","202","NA","NA","202"
"Madhya Pradesh","East Nimar","Khandwa Nagar","2021-22","April    ","8.12","Number of Combined Oral Pill cycles distributed","M8 [Family Planning]","219","NA","NA","219"
"Madhya Pradesh","East Nimar","Khandwa Nagar","2021-22","April    ","8.13","Number of Condom pieces distributed","M8 [Family Planning]","1099","NA","NA","1099"
"Madhya Pradesh","East Nimar","Khandwa Nagar","2021-22","April    ","8.14","Number of Centchroman (weekly) pill strips distributed","M8 [Family Planning]","36","NA","NA","36"
"Madhya Pradesh","East Nimar","Khandwa Nagar","2021-22","April    ","8.16","Number of Pregnancy Test Kits (PTK) used","M8 [Family Planning]","148","NA","NA","148"
"Madhya Pradesh","East Nimar","Khandwa Nagar","2021-22","April    ","9.1.3","Child immunisation - DPT1","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Khandwa Nagar","2021-22","April    ","9.1.4","Child immunisation - DPT2","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Khandwa Nagar","2021-22","April    ","9.1.5","Child immunisation - DPT3","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Khandwa Nagar","2021-22","April    ","9.1.6","Child immunisation - Pentavalent 1","M9 [CHILD IMMUNISATION]","170","NA","NA","170"
"Madhya Pradesh","East Nimar","Khandwa Nagar","2021-22","April    ","9.1.7","Child immunisation - Pentavalent 2","M9 [CHILD IMMUNISATION]","188","NA","NA","188"
"Madhya Pradesh","East Nimar","Khandwa Nagar","2021-22","April    ","9.1.8","Child immunisation - Pentavalent 3","M9 [CHILD IMMUNISATION]","184","NA","NA","184"
"Madhya Pradesh","East Nimar","Khandwa Nagar","2021-22","April    ","9.1.9","Child immunisation - OPV 0 (Birth Dose)","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Khandwa Nagar","2021-22","April    ","9.1.10","Child immunisation - OPV1","M9 [CHILD IMMUNISATION]","171","NA","NA","171"
"Madhya Pradesh","East Nimar","Khandwa Nagar","2021-22","April    ","9.1.11","Child immunisation - OPV2","M9 [CHILD IMMUNISATION]","188","NA","NA","188"
"Madhya Pradesh","East Nimar","Khandwa Nagar","2021-22","April    ","9.1.12","Child immunisation - OPV3","M9 [CHILD IMMUNISATION]","184","NA","NA","184"
"Madhya Pradesh","East Nimar","Khandwa Nagar","2021-22","April    ","9.1.17","Child immunisation - Inactivated Injectable Polio Vaccine 1 (IPV 1)","M9 [CHILD IMMUNISATION]","191","NA","NA","191"
"Madhya Pradesh","East Nimar","Khandwa Nagar","2021-22","April    ","9.1.18","Child immunisation - Inactivated Injectable Polio Vaccine 2 (IPV 2)","M9 [CHILD IMMUNISATION]","188","NA","NA","188"
"Madhya Pradesh","East Nimar","Khandwa Nagar","2021-22","April    ","9.1.19","Child immunisation - Rotavirus 1","M9 [CHILD IMMUNISATION]","173","NA","NA","173"
"Madhya Pradesh","East Nimar","Khandwa Nagar","2021-22","April    ","9.1.20","Child immunisation - Rotavirus 2","M9 [CHILD IMMUNISATION]","188","NA","NA","188"
"Madhya Pradesh","East Nimar","Khandwa Nagar","2021-22","April    ","9.1.21","Child immunisation - Rotavirus 3","M9 [CHILD IMMUNISATION]","186","NA","NA","186"
"Madhya Pradesh","East Nimar","Khandwa Nagar","2021-22","April    ","9.1.22","Child Immunisation- PCV 1","M9 [CHILD IMMUNISATION]","158","NA","NA","158"
"Madhya Pradesh","East Nimar","Khandwa Nagar","2021-22","April    ","9.1.23","Child Immunisation- PCV 2","M9 [CHILD IMMUNISATION]","173","NA","NA","173"
"Madhya Pradesh","East Nimar","Khandwa Nagar","2021-22","April    ","9.1.24","Child Immunisation- PCV Booster","M9 [CHILD IMMUNISATION]","242","NA","NA","242"
"Madhya Pradesh","East Nimar","Khandwa Nagar","2021-22","April    ","9.2.1","Child immunisation (9-11months) - Measles & Rubella (MR)/ Measles containing vaccine(MCV) - 1st Dose","M9 [CHILD IMMUNISATION]","239","NA","NA","239"
"Madhya Pradesh","East Nimar","Khandwa Nagar","2021-22","April    ","9.2.2","Child immunisation (9-11months) - Measles 1st dose","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Khandwa Nagar","2021-22","April    ","9.2.3","Child immunisation (9-11months) - JE 1st dose","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Khandwa Nagar","2021-22","April    ","9.2.4.a","Children aged between 9 and 11 months fully immunized- Male","M9 [CHILD IMMUNISATION]","129","NA","NA","129"
"Madhya Pradesh","East Nimar","Khandwa Nagar","2021-22","April    ","9.2.4.b","Children aged between 9 and 11 months fully immunized - Female","M9 [CHILD IMMUNISATION]","116","NA","NA","116"
"Madhya Pradesh","East Nimar","Khandwa Nagar","2021-22","April    ","9.3.1","Child immunisation(after 12 months) - Measles & Rubella (MR)/Measles containing vaccine(MCV)- 1st Dose","M9 [CHILD IMMUNISATION]","6","NA","NA","6"
"Madhya Pradesh","East Nimar","Khandwa Nagar","2021-22","April    ","9.3.2","Child immunisation (after 12 months) - Measles-1st dose","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Khandwa Nagar","2021-22","April    ","9.3.3","Child immunisation (after 12 months) - JE 1st dose","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Khandwa Nagar","2021-22","April    ","9.4.1","Child immunisation - Measles & Rubella (MR)- 2nd Dose (16-24 months)","M9 [CHILD IMMUNISATION]","174","NA","NA","174"
"Madhya Pradesh","East Nimar","Khandwa Nagar","2021-22","April    ","9.4.2","Child immunisation - Measles 2nd dose (More than 16 months)","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Khandwa Nagar","2021-22","April    ","9.4.3","Child immunisation - DPT 1st Booster","M9 [CHILD IMMUNISATION]","172","NA","NA","172"
"Madhya Pradesh","East Nimar","Khandwa Nagar","2021-22","April    ","9.4.4","Child immunisation - OPV Booster","M9 [CHILD IMMUNISATION]","172","NA","NA","172"
"Madhya Pradesh","East Nimar","Khandwa Nagar","2021-22","April    ","9.4.5","Child immunisation - Measles, Mumps, Rubella (MMR) Vaccine","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Khandwa Nagar","2021-22","April    ","9.5.2","Children more than 5 years received DPT5 (2nd Booster)","M9 [CHILD IMMUNISATION]","127","NA","NA","127"
"Madhya Pradesh","East Nimar","Khandwa Nagar","2021-22","April    ","9.5.3","Children more than 10 years received TT10/ Td10","M9 [CHILD IMMUNISATION]","81","NA","NA","81"
"Madhya Pradesh","East Nimar","Khandwa Nagar","2021-22","April    ","9.5.4","Children more than 16 years received TT16/ Td16","M9 [CHILD IMMUNISATION]","59","NA","NA","59"
"Madhya Pradesh","East Nimar","Khandwa Nagar","2021-22","April    ","9.6.1","Number of cases of AEFI - Abscess","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Khandwa Nagar","2021-22","April    ","9.6.2","Number of cases of AEFI - Death","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Khandwa Nagar","2021-22","April    ","9.7.1","Immunisation sessions planned","M9 [CHILD IMMUNISATION]","136","NA","NA","136"
"Madhya Pradesh","East Nimar","Khandwa Nagar","2021-22","April    ","9.7.2","Immunisation sessions held","M9 [CHILD IMMUNISATION]","81","NA","NA","81"
"Madhya Pradesh","East Nimar","Khandwa Nagar","2021-22","April    ","9.7.3","Number of Immunisation sessions where ASHAs were present","M9 [CHILD IMMUNISATION]","62","NA","NA","62"
"Madhya Pradesh","East Nimar","Khandwa Nagar","2021-22","April    ","9.8.1","Child immunisation - Vitamin A Dose - 1","M9 [CHILD IMMUNISATION]","237","NA","NA","237"
"Madhya Pradesh","East Nimar","Khandwa Nagar","2021-22","April    ","9.8.2","Child immunisation - Vitamin A Dose - 5","M9 [CHILD IMMUNISATION]","14","NA","NA","14"
"Madhya Pradesh","East Nimar","Khandwa Nagar","2021-22","April    ","9.8.3","Child immunisation - Vitamin A Dose - 9","M9 [CHILD IMMUNISATION]","19","NA","NA","19"
"Madhya Pradesh","East Nimar","Khandwa Nagar","2021-22","April    ","9.9","Number of children (6-59 months) provided 8-10 doses (1ml) of IFA syrup (Bi weekly)","M9 [CHILD IMMUNISATION]","12561","NA","NA","12561"
"Madhya Pradesh","East Nimar","Khandwa Nagar","2021-22","April    ","9.10","Number of children (12-59 months) provided Albendazole","M9 [CHILD IMMUNISATION]","41","NA","NA","41"
"Madhya Pradesh","East Nimar","Khandwa Nagar","2021-22","April    ","14.2.1","Allopathic- Outpatient attendance","M14 [Patient Services]","892","NA","NA","892"
"Madhya Pradesh","East Nimar","Khandwa Nagar","2021-22","April    ","14.2.2","Ayush - Outpatient attendance","M14 [Patient Services]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Khandwa Nagar","2021-22","April    ","14.16","Number of Anganwadi centres/ UPHCs reported to have conducted Village Health & Nutrition Day (VHNDs)/ Urban Health & Nutrition Day (UHNDs)/ Outreach / Special Outreach","M14 [Patient Services]","144","NA","NA","144"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","1.1","Total number of pregnant women registered for ANC","M1 [Ante Natal Care (ANC)]","596","NA","568","28"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","1.1.1","Out of the total ANC registered, number registered within 1st trimester (within 12 weeks)","M1 [Ante Natal Care (ANC)]","571","NA","543","28"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","1.2.1","Number of PW given TT1/ Td1","M1 [Ante Natal Care (ANC)]","469","NA","449","20"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","1.2.2","Number of PW given TT2 / Td2","M1 [Ante Natal Care (ANC)]","440","NA","422","18"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","1.2.3","Number of PW given TT Booster/ Td Booster","M1 [Ante Natal Care (ANC)]","106","NA","102","4"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","1.2.4","Number of PW provided full Course 180 Iron Folic Acid (IFA) tablets","M1 [Ante Natal Care (ANC)]","498","NA","475","23"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","1.2.5","Number of PW provided full Course 360 Calcium tablets","M1 [Ante Natal Care (ANC)]","512","NA","489","23"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","1.2.6","Number of PW given one Albendazole tablet after 1st trimester","M1 [Ante Natal Care (ANC)]","450","NA","430","20"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","1.2.7","Number of PW received 4 or more ANC check ups","M1 [Ante Natal Care (ANC)]","504","NA","481","23"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","1.2.8","Number of PW given ANC Corticosteroids in Pre Term Labour","M1 [Ante Natal Care (ANC)]","1","NA","1","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","1.3.1","New cases of PW with hypertension detected","M1 [Ante Natal Care (ANC)]","1","NA","1","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","1.3.1.a","Out of the new cases of PW with hypertension detected, cases managed at institution","M1 [Ante Natal Care (ANC)]","1","NA","1","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","1.3.2","Number of Eclampsia cases managed during delivery","M1 [Ante Natal Care (ANC)]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","1.4.1","Number of PW tested for Haemoglobin (Hb ) 4 or more than 4 times for respective ANCs","M1 [Ante Natal Care (ANC)]","527","NA","504","23"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","1.4.2","Number of PW having Hb level<11 (out of total tested cases)(7.1 to 10.9)","M1 [Ante Natal Care (ANC)]","402","NA","388","14"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","1.4.3","Number of PW having Hb level<7 (out of total tested cases)","M1 [Ante Natal Care (ANC)]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","1.4.4","Number of PW having severe anaemia (Hb < 7) treated","M1 [Ante Natal Care (ANC)]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","1.5.1","Number of PW tested for Blood Sugar using OGTT(Oral Glucose Tolerance Test)","M1 [Ante Natal Care (ANC)]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","1.5.2","Number of PW tested positive for GDM","M1 [Ante Natal Care (ANC)]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","1.5.3","Number of PW given insulin out of total tested positive for GDM","M1 [Ante Natal Care (ANC)]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","1.6.1.a","Number of PW tested using POC test for Syphilis","M1 [Ante Natal Care (ANC)]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","1.6.1.b","Out of above,number of PW found sero positive for Syphilis","M1 [Ante Natal Care (ANC)]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","1.6.2.a","Number of pregnant women tested for Syphilis","M1 [Ante Natal Care (ANC)]","412","NA","412","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","1.6.2.b","Number of pregnant women tested found sero positive for Syphilis","M1 [Ante Natal Care (ANC)]","NA","NA","NA","NA"
